ID,magnitude,Cadence,duration,latitude,longitude,Teff,Teff_error,logg,logg_error,Type,var_lc,num_peaks,median_peaks,mad_peaks
1323,9.5,1800,27.38,10.36,225.82,7190,143,3.9,0.15, dSct+gDor hybrid,2207.22001578066,3,205.841146672094,55.124151308552
1324,7.8,1800,219.19,76.6,297.27,5118,200,2.99,0.1, Solar-like,474.555049548586,32,42.3136769235653,44.4907116318946
1325,8.9,120,27.4,28.16,299.78,13243,100,4.19,0.1, SPB,53395.9167321425,11,80.5898491083675,34.3194444444444
1326,13.1,120,27.4,14.61,88.96,11776,100,4.26,0.1, SPB,4.75103091332948,38,232.100606931533,120.42343894562
1327,16.8,20,27.4,35.52,81.07,7353,200,-999,-999, Trans/Eclipse,0.00150977288293713,551,3132.68813703855,3426.36069848136
1328,9.9,1800,273.98,77.68,99.65,6390,200,-999,-999, RR Lyrae; ab type,9992896.19389325,43,48.2999762944314,42.6770293609153
1329,14.8,1800,27.4,48.6,279.46,7498,100,-999,-999, dSct,0.105452509089573,1,131.095738319337,0
1330,14.8,1800,27.38,11.74,351.31,7919,200,-999,-999, Trans/Eclipse,0.16742567272212,10,53.2549420579695,53.0582822079378
1331,8.1,1800,27.38,16.89,68.74,7498,100,-999,-999, gDor,12847.7913637148,2,50.2501725334053,16.3070652175939
1332,13.5,1800,54.79,57.58,139.77,6051,200,-999,-999, RR Lyrae; ab type,22090.5286119209,10,102.631466529967,69.1930667691915
1333,5.5,120,82.2,71.57,108.88,13960,80,4.09,0.13, SPB,56439087.8883603,337,1220.30878860024,1186.2393111655
1334,14.5,1800,27.38,24.62,54.04,7237,253,3.63,0.4, dSct+gDor hybrid,205.99943990459,3,76.4644893717806,71.0940902012927
1335,16.6,1800,27.4,30.1,297.27,6970,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
1336,15.7,1800,27.38,41.5,334.12,6101,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
1337,15.7,20,54.8,57.18,178.25,8000,200,-999,-999, Trans/Eclipse,0.000808409110299281,2269,6030.09423973855,5474.10963570996
1338,14.9,1800,27.4,30.25,3.2,7112,100,4.35,0.1, dSct;Trans/Eclipse,NA,NA,NA,NA
1339,7.1,1800,27.38,7.11,46.84,6188,200,-999,-999, RR Lyrae; c type,1739877065.70105,5,102.38465526052,50.5984966297491
1340,14.8,1800,54.79,62.5,274.9,7532,263,3.99,0.4, dSct,0.93003939145744,1,171.234331845139,0
1341,14.4,1800,27.4,10.78,272.64,6220,124,3.79,0.15, dSct,242.099934457838,1,133.230848063952,0
1342,12.8,1800,54.79,61.43,162.14,7142,300,-999,-999, Trans/Eclipse,16553.1755810786,8,24.4597583804257,24.5964777950946
1343,15.6,1800,27.38,22.67,201.88,6551,200,-999,-999, RR Lyrae;rrc,109.968792190887,6,139.390292821909,88.462394706452
1344,16.4,120,27.4,7.37,126.04,26730,100,3.67,0.1, bCep,0.0807824667906227,21,184.294051394544,111.317702465669
1345,9.6,120,82.2,68.52,162.15,11776,100,4.26,0.1, SPB,2988.97766154773,209,1279.40021581592,1316.98155900232
1346,11.5,1800,27.38,17.46,60.53,6780,186,4.02,0.4, dSct+gDor hybrid,8.84026687916352,6,91.0110420991288,40.2880434787609
1347,15.2,20,27.4,8.3,324.3,8000,200,-999,-999, Trans/Eclipse,0.0397142359192031,655,5571.17750447774,5284.96789411721
1348,6.6,1800,356.19,79.52,0,4781,200,3.54,0.1, Solar-like,895.844561086559,26,76.2246676551744,74.8985112775382
1349,5.9,120,27.4,22.23,278.49,16634,100,4.15,0.1, SPB,18787871.2575705,184,2316.3798401682,735.009859650869
1350,13.8,120,54.8,52.67,64.16,18440,180,3.91,0.17, SPB,4.72529898889645,238,1845.2869377879,1488.37863479872
1351,11.4,1800,27.38,19.49,227.24,5461,300,-999,-999, Trans/Eclipse,83201.0950078946,1,2.1554046771947,0
1352,11.2,1800,27.38,44.37,178.49,5665,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
1353,9.5,120,27.4,46.57,243.22,14680,90,4.16,0.13, SPB,124943.283059136,12,1659.20716111174,2353.76969307537
1354,13.3,1800,27.4,45.13,294.72,7269,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
1355,11.4,1800,54.79,67.7,0,6545,200,-999,-999, RR Lyrae; ab type,1668571.30295426,8,98.1828217200237,64.6784486044821
1356,13.2,1800,27.38,12.11,89.82,6450,200,-999,-999, RR Lyrae; ab type,42207.5287250429,7,80.6520806540736,59.7873873888642
1357,12.2,1800,27.38,28.31,49,6530,200,-999,-999, RR Lyrae; ab type,351952.49424505,9,110.592707791954,65.9701918084069
1358,9.8,20,27.4,7.32,56.74,5171,200,-999,-999, Trans/Eclipse,205.083837362986,571,4587.08080763564,4003.51988079932
1359,7,1800,27.38,22.01,54.04,4708,200,2.96,0.1, Solar-like,2085.471010866,8,104.976671849394,43.2328926899754
1360,6.8,1800,356.19,80.82,0,2589,250,-999,-999, LPV;MIRA,44081604140.0092,84,79.0863445978602,93.9184422070456
1361,5.4,1800,27.38,29.9,108.1,5662,300,-999,-999, Trans/Eclipse,5129210533.08187,3,16.2143710530807,17.0806451612903
1362,8.4,1800,356.19,79.76,0,5575,200,-999,-999, Trans/Eclipse,1256.54120550398,41,46.1770597569743,49.7073480058849
1363,9.2,120,27.4,28.97,142.6,14321,100,4.23,0.1, SPB,117328.135212909,97,1028.1105831916,1252.47185496277
1364,13.9,1800,27.38,10.54,162.16,4918,300,-999,-999, Trans/Eclipse,1053.56842784199,4,69.6055684454756,85.3606599639082
1365,14.4,1800,27.4,33.18,17.59,3433,250,-999,-999, LPV;MIRA,814.910030766184,1,20.8496221000777,0
1366,7.1,20,27.4,15.62,6.65,6181,200,-999,-999, Trans/Eclipse,132283.604632645,347,2119.02882798316,1595.37055425967
1367,8,1800,54.79,48.56,252.23,6783,194,4.43,0.1, dSct+gDor hybrid;Trans/Eclipse,48685.1652235066,17,68.4873234639331,68.4286625825314
1368,9.7,1800,27.38,19.54,319.95,4018,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
1369,13.1,1800,27.4,10.83,154.88,7043,216,4.37,0.1, dSct+gDor hybrid;Trans/Eclipse,28.5147971941517,3,37.467700258398,21.0705426356588
1370,15.5,1800,27.4,40.31,291.71,6775,200,-999,-999, RR Lyrae; ab type,240.361068546471,5,58.0749850535175,28.4896233662907
1371,14.8,1800,54.77,64.42,193.74,5656,200,-999,-999, Trans/Eclipse,0.0128903250210608,4,47.4978795592383,39.925826972254
1372,10,1800,27.37,33.73,265.15,5913,200,-999,-999, RR Lyrae; ab type,1761312.78993631,6,62.249509679284,39.5081862373744
1373,8.6,1800,27.38,17.9,216.21,7498,100,-999,-999, dSct,60010.9202890748,3,171.354671836979,60.7164565137694
1374,6.6,1800,27.38,19.77,108.1,5800,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
1375,7.3,20,54.8,47.39,6.38,8000,200,-999,-999, Trans/Eclipse,20658.026152937,21,497.793243934127,491.075072146618
1376,13.2,1800,27.38,7.97,92.27,6315,200,-999,-999, RR Lyrae; c type,15295.4967917664,4,80.6520806540736,48.0207207219073
1377,13.8,1800,27.4,48.18,270.25,7149,222,3.55,0.4, dSct+gDor hybrid,0.00481445256926133,4,20.7105645227618,15.5110171660916
1378,5.6,1800,27.4,7.6,297.27,6807,200,-999,-999, RR Lyrae; ab type,63633064759.219,10,110.812195745498,74.7061234938289
1379,8.3,120,27.4,11.89,236.27,15210,110,4.14,0.14, SPB,158239.390624073,10,163.266843111519,82.9462268405344
1380,16.9,1800,27.38,41.51,27.04,7935,277,3.67,0.4, dSct+gDor hybrid,0.0273166635301026,2,138.456886122349,5.44414204244101
1381,14,1800,27.37,19.99,270.23,5893,300,-999,-999, Trans/Eclipse,0.0643077044884875,9,40.9311844466525,22.1245842929297
1382,6.2,120,27.4,49.06,27.02,13380,60,4.14,0.12, SPB,21498679.6814677,6,123.456790123457,45.4392644392649
1383,8.9,20,27.4,36.53,8.4,5212,200,-999,-999, Trans/Eclipse,1322.24165885805,332,2325.58139542956,1770.59028989138
1384,7.5,120,54.8,42.04,351.32,16210,150,4.15,0.14, SPB,1974181.52992789,566,2197.12773804404,1172.57301497505
1385,7.1,120,109.6,73.55,113.33,12941,100,4.22,0.1, SPB,16939634.7519062,819,1753.44813688359,1212.71442935632
1386,10.9,1800,27.37,36.64,249.81,7498,100,-999,-999, dSct,86.6059310229945,3,161.592905263347,36.6635968282841
1387,6.1,120,27.4,13.7,184.74,21134,100,4.43,0.1, SPB,181545643.645921,129,2089.5573640929,1475.80328628218
1388,7.1,1800,27.38,17.35,186.41,7498,100,-999,-999, dSct,725427.201351695,2,197.000945260806,63.3834751224542
1389,7.4,1800,27.38,60.18,40.01,6339,200,-999,-999, RR Lyrae; c type,752509460.150177,5,99.3606359068336,49.3175220315273
1390,6.5,1800,27.4,47.51,162.14,6132,300,-999,-999, Trans/Eclipse,1371237306.69623,3,25.4091300602929,26.1785529715762
1391,5.3,1800,27.37,9.44,265.49,6972,198,3.98,0.4, dSct+gDor hybrid,56045914.3802069,1,48.1794150257472,0
1392,12.7,1800,27.38,22.62,341.59,5656,200,-999,-999, Trans/Eclipse,5.48564470407537,3,34.5092024548346,8.2114008181974
1393,14.8,1800,54.79,52.42,298.25,6067,200,-999,-999, RR Lyrae; ab type,2753.81223358248,11,126.195028679916,93.5483747604216
1394,7.5,120,27.4,27.56,27.02,28840,100,3.81,0.1, SPB,100726.693941293,13,176.983510316844,97.2784252784263
1395,12.9,1800,27.38,30.48,321.69,6754,300,-999,-999, Trans/Eclipse,13536.3622283909,2,18.4470184467905,22.8972972970144
1396,10.5,1800,54.79,59.13,108.1,2507,250,-999,-999, LPV;MIRA,29413505.5407362,3,34.8817423859983,6.30678917822937
1397,5.9,120,27.4,7.92,189.17,13860,70,4.26,0.12, SPB,5552841.76058168,59,700.208508751276,714.87489473286
1398,14,1800,27.37,7.04,255.17,5010,200,-999,-999, Trans/Eclipse,0.200527550016064,1,1.70546601861052,0
1399,13.7,1800,27.38,59.25,208.34,7227,100,-999,-999, dSct,1.0903055656349,1,190.533493785343,0
1400,14,1800,27.38,9.93,34.57,5545,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
1401,7.9,1800,27.38,28.69,72.3,7373,258,4.14,0.4, dSct+gDor hybrid,41658.8797821886,2,230.331262942819,28.7771739134004
1402,7.3,120,27.4,13.83,216.2,9885,100,4.15,0.1, SPB,656246.670849213,26,280.684871081399,258.97494887152
1403,6.6,1800,27.38,10.8,243.21,2761,250,-999,-999, LPV;MIRA,NA,NA,NA,NA
1404,7.6,1800,27.38,32.71,341.05,5575,200,-999,-999, Trans/Eclipse,35368.5793336535,4,78.3912747122166,89.0621165666026
1405,9.4,120,27.4,12.1,300.31,22438,100,4.25,0.1, hybrid,10026.2128267777,13,134.60219478738,34.3194444444442
1406,7.4,1800,27.38,8.35,135.1,5358,300,-999,-999, Trans/Eclipse,148452094.204308,8,29.6552312681345,24.0394265232975
1407,13.4,120,54.8,61.65,144.81,34040,100,4.1,0.1, bCep,2.90814681499495,214,1655.973366654,1606.03338094048
1408,6.6,120,54.8,64.5,136.56,11990,60,4.27,0.09, SPB,19297311.6039265,867,1963.91064396298,1246.87823667954
1409,7.5,1800,27.38,33.93,189.18,4811,200,3.82,0.1, Solar-like,67.018911201482,4,141.646610511472,113.737364622581
1410,12.8,1800,27.38,44.52,181.24,7030,100,-999,-999, dSct,NA,NA,NA,NA
1411,6.4,1800,82.19,66.99,278.69,6056,300,-999,-999, Trans/Eclipse,1171731315.54408,11,14.5751966943425,18.2524197655903
1412,12.5,1800,54.79,62.53,136.99,8365,292,3.84,0.4, dSct+gDor hybrid,6.12160272402617,8,118.363961206146,94.7595074028971
1413,15.9,1800,27.4,33.37,157.14,5939,200,-999,-999, Trans/Eclipse,0.00110274819040084,1,1.72265288544358,0
1414,10,1800,27.38,59.12,225.76,7112,100,4.35,0.1, dSct;Trans/Eclipse,1928.40893250064,2,88.6410173496322,115.44115745052
1415,6.1,120,27.4,8.94,27.02,13963,100,4.11,0.1, SPB,23486969.7024442,3,57.4117240783907,28.7995337995338
1416,14.5,1800,27.38,32.56,124.57,5255,200,3.17,0.1, Solar-like,0.00106052883184674,5,186.465267110428,70.2204301075269
1417,12.1,120,27.4,15.3,18.49,13690,70,4.23,0.12, SPB,45.5342786625928,40,316.122681058509,225.848821222156
1418,6.4,1800,27.37,32.65,243.23,6940,237,4.18,0.4, dSct+gDor hybrid,482743.28624068,1,12.3646286349263,0
1419,8.2,1800,27.38,7.38,318.93,7498,100,-999,-999, dSct+gDor hybrid,135392.636131948,3,149.7211497193,99.2216216203956
1420,13.9,120,27.4,33.75,108.1,33113,100,3.93,0.1, bCep,6.75148669191685,55,311.610602473175,205.895484002009
1421,11.1,1800,27.38,23.99,108.1,6506,200,-999,-999, RR Lyrae; ab type,1287066.61964348,9,94.2993684929169,56.3028673835125
1422,12.1,1800,27.4,34,143.87,7498,100,-999,-999, dSct,9.98755796820092,3,161.498708010336,36.3945736434108
1423,14.6,120,27.4,37.56,28.52,14157,100,4,0.1, SPB,2.77769053277845,61,1917.46525079858,1921.88888888888
1424,5.5,1800,27.4,48.53,162.14,4804,200,3.65,0.1, Solar-like,4295.57686574273,7,89.1472868217055,55.5496124031009
1425,14.9,1800,54.77,68.86,102.51,5140,300,-999,-999, Trans/Eclipse,128.072513231431,17,53.0920829085965,37.4680173292557
1426,11.1,20,54.8,66.24,252.08,8000,200,-999,-999, Trans/Eclipse,72.3365197810489,2166,5684.76983176034,5393.83451209695
1427,11.9,120,27.4,23.63,285.64,18440,180,3.91,0.17, SPB,186.786754197668,36,227.284367954591,218.003354842638
1428,9,120,82.2,69.51,290.92,16160,130,3.91,0.16, SPB,78992.5272259698,333,2075.89474574555,1463.49098908339
1429,16.3,1800,27.38,48.58,47.1,7466,261,4.22,0.4, dSct+gDor hybrid,0.126174502776659,3,40.6082598923581,27.5409538617621
1430,10.9,1800,27.38,23.56,203.44,3449,250,-999,-999, LPV;SR,NA,NA,NA,NA
1431,13.3,1800,27.4,34.25,144.83,5958,200,4.44,0.1, RR Lyrae; ab type;Trans/Eclipse,20997.797024976,8,86.1326442721792,56.8266149870801
1432,9,1800,54.77,51.18,216.18,6398,200,-999,-999, RR Lyrae; ab type,44619655.8368885,6,66.9191919187496,42.3745867765794
1433,9.6,1800,27.38,23.37,351.31,7328,100,-999,-999, gDor,14422.0190247669,1,15.3374233126952,0
1434,14.6,20,54.8,53.76,59.26,5800,200,-999,-999, Trans/Eclipse,0.00162226000937129,1303,5597.85802113246,5113.80740356387
1435,16,1800,27.38,32.5,135.1,5261,300,-999,-999, Trans/Eclipse,18.4438114176923,4,57.6036866359447,29.1003584229391
1436,11.8,1800,356.19,82.77,82.39,2515,250,-999,-999, LPV;SR,2868684.01932966,81,84.8422175393985,101.921759150767
1437,12,1800,27.4,13.92,23.88,8152,285,3.56,0.4, dSct,338.31754206094,1,72.2052327556916,0
1438,16.9,20,27.4,51.59,252.28,5454,200,-999,-999, Trans/Eclipse,0.00105682082301555,451,4930.77814902893,4164.53573616135
1439,14.1,1800,54.79,58.61,269.44,7498,100,-999,-999, gDor,23.5304849917603,3,14.037774374595,10.4062021438873
1440,13.3,1800,27.4,40.53,16.44,8351,292,3.81,0.4, dSct,565.738134634973,1,105.985579008729,0
1441,12.2,1800,54.77,60.22,243.21,5454,200,-999,-999, Trans/Eclipse,0.902633525563123,4,72.6251060224963,77.6510178121789
1442,7.5,1800,27.38,7.71,196.21,6421,200,-999,-999, RR Lyrae; ab type,2149881398.79757,10,111.562374650628,75.453219014327
1443,12.4,1800,27.38,8.45,351.31,4944,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
1444,14.4,120,27.4,15.42,77.79,13960,80,4.09,0.13, SPB,4.27091029679249,14,197.47848433516,155.340456359607
1445,11.5,1800,27.4,14.6,286.26,2529,250,-999,-999, LPV;MIRA,26412.465430625,1,27.3294047310671,0
1446,15.4,120,27.4,29.45,331.04,15739,100,3.97,0.1, SPB,0.339517879807425,26,176.42201678381,98.4411869844475
1447,9.2,1800,27.38,32.27,307.84,6791,300,-999,-999, Trans/Eclipse,10152585.8252189,1,1.71600171598052,0
1448,13.3,20,82.2,71.09,250.23,5010,200,-999,-999, Trans/Eclipse,0.999157849562694,3155,8518.56777826706,7647.5058932045
1449,15.5,1800,109.58,75.05,216.21,6743,187,4.08,0.4, gDor,0.00136772684742864,13,35.1277576406203,18.9081755939176
1450,6.3,1800,27.38,19.52,41.56,2750,250,-999,-999, LPV;MIRA,4604184469.97855,1,34.9922239497979,0
1451,5.6,120,356.2,78.14,351.32,22438,100,4.25,0.1, hybrid,10959351.2307653,1344,1472.76015592198,1460.06317333661
1452,16.3,1800,54.79,52.25,135.12,4693,300,-999,-999, Trans/Eclipse,14.4816466426669,23,59.8060574992524,42.4341919774445
1453,8.2,1800,27.38,12.62,97.5,6483,200,-999,-999, RR Lyrae; c type,190445160.672176,4,89.0175890197885,52.7909909922951
1454,8.9,1800,27.38,39.15,225.43,7112,100,-999,-999, dSct,147682.661805615,1,73.8226101939185,0
1455,15.9,120,27.4,18.95,186.65,14050,80,4.2,0.12, SPB,0.397689730987145,98,819.855087390598,689.217317396974
1456,12.1,20,54.8,59.03,187.52,8000,200,-999,-999, Trans/Eclipse,2.42975240873154,1279,2682.52165152329,2892.52750212617
1457,5.9,1800,27.38,40.71,311.21,7674,268,3.53,0.4, dSct+gDor hybrid,4800756.13413266,6,120.334620333134,27.3495495492116
1458,16.5,1800,27.38,37.77,108.1,7269,300,-999,-999, Trans/Eclipse,20.5790057970644,2,65.4975251749446,44.5994623655914
1459,8.9,1800,27.4,13.91,21.07,5619,300,-999,-999, Trans/Eclipse,NA,NA,NA,NA
1460,16.6,1800,27.38,10.3,81.06,6990,244,4.39,0.1, dSct+gDor hybrid;Trans/Eclipse,0.0830193598712401,6,41.1922015188001,32.2943840583721
1461,6.6,20,27.4,11.38,270.25,6747,200,-999,-999, Trans/Eclipse,218946.997017335,262,3200.23187611594,3027.34574265265
1462,11.1,1800,27.38,18.54,239.65,7311,100,-999,-999, dSct,88.6903289371895,2,200.991486148406,15.1791141284424
1463,16.4,1800,54.77,37.24,209.73,7498,100,-999,-999, dSct+gDor hybrid,0.0638308493385464,3,64.6734520784271,31.4376590332707
1464,12.9,120,27.4,13.18,157.44,13860,70,4.26,0.12, SPB,13.9069778209522,41,1587.56799556041,1950.48724433072
1465,6.9,120,27.4,46.24,343.14,16160,130,3.91,0.16, SPB,1618199.11141746,5,81.7202104282063,17.0378977473082
1466,8.2,120,27.4,30.06,214.93,11990,60,4.27,0.09, SPB,1128308.24155442,30,401.228998751178,426.175418013821
1467,8,1800,27.38,46.27,218.06,4747,200,3.09,0.1, Solar-like,200.133117351231,4,184.556525484796,27.9615260260781
1468,5.5,120,27.4,42.8,135.12,15210,110,4.14,0.14, SPB,26757037.1993321,14,183.114714586867,137.816566822189
1469,9,1800,54.77,50.91,191.65,5131,200,4.53,0.1, Trans/Eclipse,NA,NA,NA,NA
1470,15.4,1800,27.38,25.79,203.98,7497,262,3.95,0.4, dSct,0.0328063758245218,2,47.8840754118428,58.3554452475336
1471,15.3,20,27.4,18.1,220.26,7717,200,-999,-999, Trans/Eclipse,0.00289309925923153,294,3364.13809429368,3157.36968943343
1472,13.4,120,27.4,14.58,270.25,15066,100,3.97,0.1, SPB,15.2766649280159,154,1815.50058045982,1601.64438637654
1473,16.8,120,27.4,37.07,155.2,16634,100,4.15,0.1, SPB,0.0363466328286354,111,1421.45217927244,1310.53346413322
1474,14.7,1800,27.38,9.17,203.49,6793,200,-999,-999, RR Lyrae; ab type,2095.90658345606,10,108.553951064544,73.2230746099624
1475,9.2,1800,27.4,33.7,297.27,7498,100,4.24,0.1, dSct;Trans/Eclipse,8602.22236124122,6,32.6671790926036,35.453753522495
1476,9.2,1800,27.38,40.45,113.53,6662,200,4.44,0.1, RR Lyrae; ab type;Trans/Eclipse,10309133.386097,4,39.0424987199181,23.0905017921147
1477,7.2,120,27.4,40.28,81.07,15210,110,4.14,0.14, SPB,1207466.90668385,66,336.899495933859,205.895484002009
1478,7.2,1800,54.79,46.96,117.42,6627,200,-999,-999, RR Lyrae; ab type,5227663335.84884,11,139.739663095127,103.431342522963
1479,12.4,1800,54.79,56.01,181.44,7678,268,3.78,0.4, dSct,380.873371861557,1,117.262591311034,0
1480,14.3,1800,27.37,32.17,256.99,7498,100,4.24,0.1, dSct;Trans/Eclipse,0.356403347991289,2,163.085188029631,50.25441289394
1481,16.4,20,27.4,6.74,63.27,5800,200,-999,-999, Trans/Eclipse,0.000720717213307345,10,3072.60215200673,3854.42824100072
1482,7.6,120,27.4,7.77,343.72,14554,100,4,0.1, SPB,362682.390809624,52,2756.56741061603,881.237933485781
1483,9.6,1800,27.4,49.7,156.51,6226,200,-999,-999, RR Lyrae; ab type,10976400.2622103,6,63.7381567614126,40.5448320413437
1484,10.2,1800,27.38,18.72,27.04,7498,100,-999,-999, dSct+gDor hybrid,1691.96994152048,4,130.248833590915,141.86793675303
1485,12.3,1800,27.38,39.93,122.17,7349,257,3.54,0.4, dSct+gDor hybrid,124.647955874168,3,26.0283324799454,14.5501792114695
1486,13.4,1800,27.38,36.58,172.16,4720,200,3.43,0.1, Solar-like,NA,NA,NA,NA
1487,11.8,1800,27.4,11.63,162.14,6966,100,-999,-999, dSct,159.302728813361,1,201.550387596899,0
1488,15.2,1800,27.38,33.8,207.84,5107,200,2.98,0.1, Solar-like,0.000643285602978777,8,120.336943443375,31.222021661101
1489,7.3,120,27.4,32.32,189.17,13930,80,4.35,0.12, SPB,2263193.07153636,50,597.959020000195,540.614850226773
1490,9.6,1800,356.19,78.72,0,8000,200,-999,-999, Trans/Eclipse,25.2634944071802,121,62.7617784020848,58.7231327557399
1491,9.1,120,27.4,31.13,54.05,21134,100,4.43,0.1, SPB,721694.30644962,61,2683.24268324268,1006.70370370372
1492,16.1,1800,27.4,38.14,297.27,6595,200,-999,-999, RR Lyrae;rrd,36.8168309374353,8,69.8180886488979,43.6840891616456
1493,7.8,1800,27.38,54.98,67.97,7161,100,-999,-999, dSct,NA,NA,NA,NA
1494,15.9,1800,27.38,11,166.42,7214,237,4.15,0.4, dSct+gDor hybrid,NA,NA,NA,NA
1495,10.5,20,27.4,48.57,113.66,5333,200,-999,-999, Trans/Eclipse,73.4492435197557,605,5231.68016107265,4604.94100281774
1496,13.3,120,54.8,64.07,49.93,13690,70,4.23,0.12, SPB,4.93468024514056,194,2150.11026206031,1364.18867633957
1497,5.5,1800,27.38,22.52,53.77,4909,200,2.95,0.1, Solar-like,39748.0768148867,9,114.048729910452,46.7555728350854
1498,7.9,1800,54.77,57.28,176.18,6350,200,-999,-999, RR Lyrae; ab type,102196116.263087,4,39.0266299354629,22.9741735535672
1499,10.3,1800,54.77,57.53,68.36,7014,100,-999,-999, dSct,1401.04937074033,5,133.776414452082,15.7911554193199
1500,6.7,1800,27.4,13.39,15.57,7607,266,4.22,0.1, dSct+gDor hybrid;Trans/Eclipse,658548.60030709,1,28.8820931022766,0
1501,1.4,1800,54.77,58.42,69.21,4800,200,-999,-999, Trans/Eclipse,NA,NA,NA,NA
1502,16.4,20,27.4,30.32,35.35,8000,200,-999,-999, Trans/Eclipse,0.00434325965326193,277,1609.65881621436,936.928655292574
1503,13.7,20,27.4,38.53,81.07,7474,200,-999,-999, Trans/Eclipse,0.0368454870733094,570,2970.67471317804,3458.13333119921
1504,9.2,1800,27.38,27.67,232.28,7274,254,3.99,0.4, dSct,NA,NA,NA,NA
1505,8.8,1800,27.38,26.73,43.3,5109,200,2.87,0.1, Solar-like,102.051696341748,10,82.7285294615592,65.0094608597404
1506,5.5,120,27.4,44.36,243.22,16368,100,4.22,0.1, SPB,59368375.3403258,1,22.5937641208692,0
1507,5.3,1800,27.4,26.98,276.36,8000,200,-999,-999, Trans/Eclipse,8171134.74854878,7,76.8639508061261,81.03715090856
1508,14.9,1800,27.38,30.08,222.23,7202,222,4.1,0.4, dSct+gDor hybrid,0.227746876989442,4,43.6469447131927,29.9587778850831
1509,16.9,120,27.4,26.62,97.77,16210,150,4.15,0.14, SPB,0.0499444048122487,23,144.875355757817,73.7156671118297
1510,6.6,1800,27.38,32.53,216.21,7757,200,-999,-999, Trans/Eclipse,104595.746588833,9,69.5118008395291,68.7054639497906
1511,8.3,1800,27.38,48.81,27.04,5985,200,-999,-999, RR Lyrae; ab type,433339288.931666,10,115.776740969702,78.1394504915111
1512,11.7,1800,27.37,8.89,243.23,5428,300,-999,-999, Trans/Eclipse,47347.4734358186,1,2.13183252326315,0
1513,16,1800,54.79,42.98,276.29,7407,259,3.97,0.4, dSct+gDor hybrid,0.00841495396473394,10,160.186955597065,35.4349904395538
1514,16.4,120,27.4,30.21,126.59,16634,100,4.15,0.1, SPB,0.0862013901335701,23,159.977475168875,132.189771677982
1515,5.3,120,27.4,22.53,162.15,18440,180,3.91,0.17, SPB,29503025.9305195,34,442.832059482694,453.327179292433
1516,5.7,1800,27.38,25.58,187.67,7295,255,3.78,0.4, dSct+gDor hybrid,47287045.1442181,1,13.7492480879952,0
1517,6.6,20,54.8,51.32,81.07,8000,200,-999,-999, Trans/Eclipse,278792.572729977,1378,5497.64734544457,5545.39072019004
1518,5.7,1800,27.38,7.98,204.11,7240,144,3.97,0.15, dSct+gDor hybrid,1562156.0069745,2,126.103088650036,160.198706380171
1519,15.9,1800,27.38,8.71,216.21,4767,200,4.61,0.1, Trans/Eclipse,NA,NA,NA,NA
1520,9.1,1800,27.4,21.61,144.77,5048,300,-999,-999, Trans/Eclipse,4802400.16560678,2,52.1102497846685,71.5121447028426
1521,8.1,1800,27.38,40.32,108.08,6763,213,4.05,0.4, dSct+gDor hybrid,2230.81992618611,2,10.7250107252757,5.72432432446576
1522,8.3,120,27.4,6.77,54.05,15210,110,4.14,0.14, SPB,154815.118212082,17,221.624325214569,187.942774361006
1523,16.5,1800,27.4,9.24,162.14,5804,300,-999,-999, Trans/Eclipse,8.4920913751346,4,91.731266149871,39.906330749354
1524,15.1,120,27.4,50.62,102.57,10471,100,4.22,0.1, SPB,1.55975450963645,25,188.166512360005,97.2284230009494
1525,16.2,1800,27.38,19.5,135.1,5631,200,3.75,0.1, Solar-like,7.72778902245003e-06,5,99.4196961938898,60.0985663082443
1526,9.1,120,54.8,45.72,252.83,11990,60,4.27,0.09, SPB,194571.761131398,408,2498.080313981,1129.84194585321
1527,5.4,1800,54.77,58.82,162.16,7498,100,-999,-999, dSct,19408514.7931399,10,131.887052340726,58.881955922476
1528,12.1,20,27.4,28.55,0,6505,200,-999,-999, Trans/Eclipse,28.1010725667921,161,1303.49550652068,1258.17867055179
1529,6.3,1800,82.19,72.77,5.98,4835,300,-999,-999, Trans/Eclipse,1449974166.63543,5,8.48176420695504,10.6888040712468
1530,10,120,27.4,30.85,349.78,14092,100,4.23,0.1, SPB,39852.1217142772,33,204.726152166496,124.944583480261
1531,6.9,1800,27.4,7.77,6.54,6775,200,-999,-999, RR Lyrae; ab type,5300997644.81176,5,55.2157662249406,27.7074413863406
1532,9,120,27.4,35.56,24.15,26730,100,3.67,0.1, bCep,67889.8377751897,43,342.34093512444,222.577840258253
1533,11.4,1800,82.17,66.52,27.04,4711,200,3.23,0.1, Solar-like,0.248954118938752,12,52.309262567195,58.9534319981995
1534,11.8,1800,27.38,30.42,351.31,6536,200,-999,-999, RR Lyrae; ab type,1192999.30421725,10,136.758691204866,92.22034764713
1535,5.6,1800,27.38,28.67,90.59,8000,200,-999,-999, Trans/Eclipse,3711341.22407507,3,16.7310167314302,15.9009009012939
